u_id,model,pred_country,correct,auc_ranked,auc_random,auc_gap,conf_step0,conf_step1,conf_step2,conf_step3,conf_step4,conf_step5,conf_step6,conf_step7,conf_step8,conf_step9,conf_step10
cedc6039-0f3d-4995-bf1f-eb1cd6590cbf,llava,Germany,False,0.04544,0.0623,-0.01686,0.02675,0.03488,0.04093,0.03278,0.00992,0.01922,0.0417,0.09642,0.03928,0.08396,0.08396
1a2b2bda-ede8-4e7c-99a6-7072401066e6,llava,Turkey,True,0.4624,0.35885,0.10355,0.9341,0.59557,0.73233,0.68184,0.46689,0.55743,0.52722,0.41661,0.06546,0.09965,0.02788
fa819613-c07e-4e81-ae2a-6a5fee7b350b,llava,Turkey,True,0.12793,0.18049,-0.05256,0.81744,0.5615,0.09676,0.03487,0.03346,0.02645,0.03813,0.0245,0.01969,0.02217,0.02608
4efc5850-d150-471b-8188-4f35d3b63b48,llava,Brazil,False,0.09259,0.07015,0.02244,0.03562,0.05614,0.09395,0.07116,0.13857,0.13857,0.10592,0.09264,0.07246,0.10455,0.06821
a5ffd0e5-343e-484b-92dc-aa8f00b18e98,llava,Brazil,False,0.18524,0.19068,-0.00544,0.2198,0.20453,0.17467,0.25064,0.30691,0.16132,0.186,0.11022,0.17531,0.11442,0.11709
c67a3887-7cf3-4455-8122-e60eedd643a7,llava,Turkey,True,0.07098,0.08947,-0.01849,0.29202,0.07063,0.06798,0.04126,0.0442,0.0636,0.0877,0.08568,0.04162,0.02979,0.06263
0c5aee4c-d9fe-462e-8df1-ef7320c618cb,llava,Canada,False,0.14382,0.19005,-0.04623,0.19406,0.17564,0.15887,0.18697,0.15625,0.19557,0.12667,0.16574,0.06938,0.07187,0.06841
2272ab97-94b6-4151-9ec6-763f05b0c22c,llava,Germany,False,0.13825,0.20913,-0.07088,0.49121,0.14705,0.14133,0.12758,0.11247,0.09598,0.10989,0.12457,0.11576,0.12723,0.07004
2b514973-2195-4908-8bda-3f958deb8bdb,llava,Brazil,False,0.03489,0.02693,0.00797,0.03122,0.02277,0.03102,0.04662,0.03914,0.02785,0.02736,0.02411,0.05153,0.0372,0.05144
f7a3dcee-b9cb-4f4b-94b6-617336a4d320,llava,Brazil,False,0.10517,0.09162,0.01354,0.13126,0.14972,0.14262,0.12019,0.09306,0.09344,0.10874,0.10177,0.0921,0.0517,0.06537
fd72fc17-d0df-47fd-9d0c-4e6803e873c0,llava,Brazil,False,0.10416,0.10783,-0.00367,0.09448,0.14922,0.15177,0.0678,0.09116,0.05956,0.11553,0.15792,0.09322,0.07373,0.069
e3ddb612-2a9b-4cda-a547-572583a1e202,llava,Turkey,True,0.38922,0.41405,-0.02483,0.94235,0.84228,0.90331,0.71678,0.3883,0.31225,0.09309,0.06436,0.04515,0.03744,0.03613
c6f9ae05-ef81-4957-b6f0-7a177580e2d5,llava,Brazil,False,0.12401,0.09499,0.02902,0.00214,0.00433,0.01724,0.02392,0.01451,0.06932,0.3054,0.2164,0.26551,0.2809,0.08291
443e4b25-3d4a-40e3-a270-e48c9d37f105,llava,Canada,False,0.0294,0.13488,-0.10547,0.00809,0.01881,0.01265,0.01618,0.01135,0.01265,0.00905,0.02255,0.09659,0.05015,0.07999
e2af3f45-8230-49e5-9fb2-19c8b42b9816,llava,Brazil,False,0.01672,0.01908,-0.00235,0.00056,0.00151,0.0097,0.01272,0.01628,0.01566,0.01882,0.02435,0.01935,0.01728,0.06253
9463f29a-4672-4021-923f-3827ddcfae45,llava,Turkey,True,0.33409,0.28077,0.05332,0.94245,0.85521,0.37706,0.42792,0.39151,0.5052,0.1101,0.04199,0.05967,0.07935,0.04334
c5fa60a8-7191-498a-8cc9-db07ec48dd86,llava,Turkey,True,0.03308,0.02104,0.01205,0.02531,0.02978,0.02453,0.01499,0.03299,0.03922,0.03881,0.04434,0.04604,0.03248,0.02997
a48d89f9-3486-46e8-a68c-c47ad537226f,llava,Turkey,True,0.78711,0.8401,-0.053,0.99464,0.98127,0.97914,0.95907,0.91973,0.91094,0.85072,0.92983,0.68465,0.12938,0.05802
468a0a50-3eba-40b2-92b0-5b172fb30c01,llava,Brazil,False,0.02362,0.02563,-0.00202,0.03626,0.01049,0.01886,0.01399,0.01852,0.01632,0.0154,0.0155,0.02799,0.03452,0.09292
f555701d-40c7-4400-9bdc-eda62ace2912,llava,Turkey,False,0.01919,0.01066,0.00853,8e-05,0.00031,0.00149,0.00074,0.00114,0.00667,0.00509,0.0505,0.04819,0.05755,0.04031
6653f8dd-3fff-48a3-8e29-065917a610b0,llava,Ethiopia,True,0.26368,0.37874,-0.11506,0.95304,0.25133,0.17779,0.17362,0.23601,0.26428,0.2386,0.28983,0.17331,0.23886,0.23327
8eafe537-95b2-4e1f-8416-8196d5fd59cb,llava,Brazil,False,0.41341,0.08082,0.33258,0.02086,0.02167,0.37485,0.85041,0.7639,0.74673,0.40993,0.46696,0.39943,0.04495,0.08963
7cde7484-09d6-4675-859f-c98293b98f27,llava,Nigeria,False,0.0294,0.07586,-0.04646,0.00112,0.00188,0.00998,0.01792,0.02134,0.0145,0.02642,0.0484,0.04505,0.05946,0.09703
b42f7e81-16d7-4b6b-a305-d8e79c5ddf58,llava,Ethiopia,True,0.49956,0.72699,-0.22743,0.99544,0.95713,0.85759,0.62723,0.51558,0.36641,0.34365,0.24944,0.22806,0.2867,0.13216
46f8812b-adca-4161-ae1f-9f6c5600599c,llava,Ethiopia,True,0.09003,0.18679,-0.09676,0.74485,0.05296,0.09071,0.05557,0.05054,0.04641,0.05207,0.03652,0.03496,0.06712,0.08214
d97dd49b-2351-46fb-814b-b5f0a72d251e,llava,Brazil,False,0.05109,0.0566,-0.00551,0.09071,0.03204,0.06419,0.03295,0.0623,0.05546,0.03331,0.03729,0.05696,0.06299,0.05616
c8b19f46-371b-46f5-89ca-93b99b2fd6a0,llava,Ethiopia,True,0.36913,0.70322,-0.33409,0.99976,0.85563,0.40066,0.32127,0.30624,0.26015,0.31001,0.30631,0.22087,0.14729,0.12605
f71472c0-2cb4-475d-9b08-5787585f550e,llava,Brazil,False,0.14151,0.14894,-0.00743,0.07433,0.15059,0.23958,0.11249,0.17315,0.10651,0.13502,0.09979,0.17443,0.15977,0.05322
bff5977b-7901-4d1e-96a1-5c0d19848a0f,llava,Ethiopia,True,0.20544,0.78697,-0.58153,0.99683,0.94713,0.02641,0.1201,0.03165,0.03409,0.02732,0.0782,0.11188,0.12847,0.10148
5880280d-93fc-446b-8079-58300559adda,llava,Brazil,False,0.04864,0.05683,-0.00818,0.01311,0.01475,0.04515,0.07838,0.03546,0.02762,0.06789,0.05743,0.05786,0.06723,0.05616
9cddc74e-a74b-4b29-9493-f6bac0aa27ea,llava,Turkey,False,0.02546,0.03332,-0.00786,0.02553,0.00906,0.02351,0.02343,0.02016,0.02276,0.02372,0.02534,0.03172,0.03693,0.05043
0b04f451-42cf-462b-b983-307e13183f45,llava,Ethiopia,True,0.56998,0.76922,-0.19925,0.99988,0.99242,0.9905,0.93977,0.53653,0.50026,0.58819,0.21669,0.18572,0.1863,0.12692
01a1d08a-e2a5-4a81-afb5-9831cddd3e88,llava,China,False,0.12935,0.46634,-0.33699,0.85253,0.09602,0.10861,0.15991,0.12143,0.08326,0.11382,0.07676,0.05218,0.03215,0.04626
3d4755c8-3116-45b7-a80f-10c886ec742d,llava,Ethiopia,True,0.54237,0.62979,-0.08742,0.96123,0.6685,0.7733,0.63485,0.59428,0.47385,0.45199,0.46642,0.42273,0.30648,0.30133
1b7870bb-8b83-46e9-bced-5f1f7c45ec19,llava,Brazil,False,0.09472,0.09616,-0.00144,0.12717,0.12752,0.07472,0.09473,0.10509,0.09319,0.09387,0.08958,0.07785,0.09377,0.06665
9c96c4f7-b755-4960-948b-8c0ea7761880,llava,Ethiopia,True,0.77715,0.5845,0.19264,0.99725,0.99468,0.98311,0.97352,0.914,0.9414,0.84409,0.5824,0.72646,0.18321,0.25992
dc3a53b7-bcd5-4354-93b6-f954b82269e1,llava,Ethiopia,True,0.66168,0.87525,-0.21358,0.99531,0.98951,0.99259,0.9928,0.98872,0.96233,0.63802,0.15878,0.16454,0.14111,0.1814
3d773278-fed5-46fd-976e-a018441b9190,llava,Brazil,False,0.10077,0.0535,0.04727,0.0345,0.07034,0.06433,0.06796,0.06703,0.08538,0.11318,0.19176,0.19525,0.10124,0.06792
0ed35e82-2fa8-46d6-b4e0-629c66728ae8,llava,USA,False,0.25456,0.5808,-0.32625,0.59218,0.48394,0.27107,0.29948,0.10067,0.12137,0.2277,0.24577,0.26981,0.1853,0.08872
22cd2fea-0e59-4662-8146-874abbac1fcf,llava,Ethiopia,True,0.64851,0.66989,-0.02138,0.99521,0.94974,0.94898,0.94553,0.90573,0.77134,0.51759,0.27205,0.33685,0.24723,0.18491
d54dbb9a-94a1-470b-a1d1-12f9f313bb77,llava,Ethiopia,True,0.51515,0.70773,-0.19259,0.96211,0.85407,0.81897,0.71002,0.39407,0.39864,0.31517,0.42862,0.43747,0.21287,0.20104
535f44c0-e569-40b7-9b05-2ab1ef0f8368,llava,Ethiopia,True,0.23121,0.51905,-0.28784,0.3607,0.40913,0.18176,0.22197,0.23481,0.22646,0.27581,0.16876,0.12291,0.19215,0.19608
f8c67c30-7009-4b45-9991-34eae86da207,llava,Ethiopia,True,0.41313,0.64465,-0.23152,0.9818,0.73804,0.49653,0.49653,0.44012,0.35339,0.3399,0.29889,0.24483,0.19077,0.08273
98eed9b0-5603-4c58-b498-34df83a4d44e,llava,Turkey,False,0.03861,0.05983,-0.02122,0.01203,0.02995,0.0265,0.0726,0.02387,0.02853,0.05879,0.01878,0.03978,0.04434,0.07385
139ebae1-b6e8-4a4c-9368-f0bb40c93b7e,llava,Turkey,False,0.04289,0.05171,-0.00882,0.00555,0.00205,0.0055,0.04678,0.05347,0.06379,0.0609,0.0885,0.04788,0.04362,0.02719
d4763361-b78a-4ad4-a747-43d7d7d74151,llava,Brazil,False,0.02938,0.02075,0.00863,0.00096,0.01614,0.02576,0.01242,0.01511,0.00611,0.01495,0.04974,0.04666,0.06534,0.0822
0b9aadd7-4769-4584-8fd7-428dfa00fdaf,llava,Brazil,False,0.07082,0.06081,0.01001,0.04718,0.07203,0.09911,0.11722,0.06107,0.05009,0.06515,0.05618,0.06647,0.0646,0.06543
00a46fda-95f7-455b-8bba-e320575b6ea3,llava,Iran,True,0.80213,0.94754,-0.14541,0.99858,0.994,0.98618,0.99324,0.98928,0.99166,0.99427,0.95349,0.38506,0.17745,0.11479
79f909c7-d80a-4cab-a96a-0f26f374331c,llava,India,False,0.16926,0.15223,0.01703,0.11195,0.07119,0.12573,0.10381,0.10049,0.072,0.33506,0.23959,0.31077,0.22432,0.10736
75a71390-5aea-4c53-957a-a6e71b746fa3,llava,Brazil,False,0.12313,0.08093,0.0422,0.15026,0.13776,0.14613,0.10079,0.16884,0.18081,0.15829,0.11079,0.06701,0.04066,0.09023
09180ea8-c1bf-4724-9f70-7501f4f20cf4,llava,Brazil,False,0.11217,0.09267,0.01951,0.07343,0.12929,0.12313,0.12126,0.13593,0.15751,0.14694,0.08177,0.06957,0.08565,0.06795
d87f6641-66de-446e-a933-47ad83edc1f0,llava,Turkey,False,0.03533,0.04928,-0.01395,0.00735,0.01659,0.03033,0.04459,0.03425,0.04486,0.04112,0.03144,0.04435,0.04493,0.03442
fbe240a9-76de-4a92-8136-ea1716764e8d,llava,Iran,True,0.27841,0.37402,-0.09561,0.51068,0.19688,0.28716,0.19815,0.4525,0.29542,0.20412,0.31052,0.11322,0.44167,0.05829
34dd1cb8-5e75-42fb-933a-79c31b9a7dbe,llava,Turkey,False,0.06933,0.09356,-0.02423,0.10431,0.06325,0.10242,0.07276,0.11954,0.09295,0.0539,0.04414,0.03445,0.02786,0.05968
829128f6-3b16-48aa-9654-69ba391bc9c6,llava,Iran,True,0.87448,0.78824,0.08624,0.98905,0.93861,0.93652,0.95107,0.95263,0.97747,0.96332,0.95262,0.97263,0.57171,0.06735
f4247462-9218-4cf6-9952-434510763b03,llava,Iran,True,0.84496,0.89146,-0.0465,0.98505,0.86105,0.85396,0.88893,0.77988,0.88719,0.90428,0.86531,0.94767,0.94592,0.04577
e0ab0bf7-2f4f-4f11-a030-bf9080c1007d,llava,Iran,True,0.56659,0.47523,0.09135,0.98797,0.96723,0.91718,0.96293,0.85901,0.62503,0.23443,0.23192,0.10189,0.24275,0.05903
e7fcffa3-291f-4074-8452-afb7753bd3eb,llava,Brazil,False,0.06331,0.04231,0.021,0.0292,0.05077,0.04153,0.06362,0.07616,0.07198,0.06299,0.05547,0.07158,0.09317,0.06245
6a9e5e3f-fc05-4c27-99e0-8f62cbfbce0a,llava,Brazil,False,0.01144,0.01515,-0.00371,0.00744,0.00547,0.00331,0.00352,0.00439,0.00838,0.00756,0.01022,0.01238,0.01999,0.07092
0aa13c4d-b47c-4bc7-a4bb-957561dbad02,llava,Brazil,False,0.02373,0.05049,-0.02676,0.00412,0.00762,0.01276,0.02216,0.03331,0.02488,0.02835,0.02763,0.02602,0.01444,0.07607
34057f2e-1376-4a8d-92f0-6edc0ffa859b,llava,Turkey,False,0.06394,0.03443,0.02951,0.02884,0.08918,0.04871,0.0835,0.09066,0.0631,0.08493,0.07715,0.05905,0.01664,0.02419
fd222649-bb5d-4bca-aedb-57a9bb3f9a4e,llava,Brazil,False,0.08743,0.07818,0.00925,0.03596,0.04914,0.05955,0.06675,0.09109,0.09226,0.10925,0.0978,0.1148,0.12749,0.09638
2bec6a9c-431a-4dfa-bd02-57b455d95a3a,llava,Turkey,False,0.04782,0.06492,-0.0171,0.00836,0.01681,0.0992,0.08642,0.05112,0.03294,0.03516,0.04397,0.0314,0.04455,0.06493
2ffd117c-1a33-4b7a-a359-c3bb9ad35cec,llava,Canada,False,0.05466,0.06593,-0.01127,0.00073,0.01009,0.01091,0.01798,0.03663,0.07752,0.09899,0.07879,0.12893,0.05604,0.06071
6be2a046-67c7-4a4c-b67c-31d41a0714a5,llava,Turkey,False,0.04791,0.02701,0.02089,0.00836,0.0137,0.02306,0.07213,0.08978,0.08028,0.07078,0.04989,0.03201,0.01418,0.05815
d0e20d67-24e5-4292-9222-4b60fdeb3b4f,llava,Turkey,False,0.03133,0.03027,0.00106,0.0197,0.00852,0.01061,0.01427,0.0265,0.03702,0.05027,0.0513,0.0441,0.04323,0.03521
1a8a184f-8ace-4cf9-a732-af3ceedef990,llava,Brazil,True,0.0691,0.069,0.0001,0.03642,0.04318,0.06009,0.04523,0.06009,0.06591,0.06034,0.09024,0.11839,0.0749,0.10884
92e9ea16-f3a3-42fd-9b4a-304d1e8bb39c,llava,Brazil,True,0.12696,0.1528,-0.02584,0.37652,0.25242,0.17802,0.13272,0.08701,0.07869,0.0653,0.08025,0.09987,0.07917,0.05576
8d88fa68-f254-4577-9922-87ba6696d54f,llava,Brazil,True,0.03666,0.05609,-0.01943,0.05929,0.04241,0.02837,0.0193,0.01532,0.01986,0.02648,0.03521,0.06501,0.03589,0.09819
97b3a522-968d-4db3-9126-1898cb9dca5f,llava,Brazil,True,0.09032,0.08681,0.00351,0.09675,0.09442,0.11426,0.12411,0.09695,0.07757,0.10419,0.07507,0.06171,0.06032,0.09257
61cd5c3a-9325-4cdf-9ff2-0e8625c8e8bc,llava,Brazil,True,0.04925,0.03541,0.01384,0.05935,0.04087,0.04314,0.0414,0.05913,0.04049,0.02284,0.06237,0.05279,0.05637,0.0868
2faa706e-08ea-4f4e-9f88-6000d10bb322,llava,Brazil,True,0.2643,0.50731,-0.24301,0.61602,0.53867,0.44522,0.25023,0.18076,0.17474,0.155,0.12811,0.21486,0.19918,0.09639
3429c249-9b78-4612-8b82-8ce2405193ce,llava,Brazil,True,0.95264,0.86502,0.08763,0.99855,0.99575,0.99747,0.99818,0.99794,0.99602,0.99248,0.99121,0.9926,0.99311,0.1448
7b73f9f5-70a9-4324-a79d-99302078220b,llava,Brazil,True,0.71112,0.77387,-0.06275,0.98001,0.82632,0.778,0.7231,0.8623,0.79388,0.86844,0.86172,0.58798,0.26453,0.10988
525abdb3-d337-4b12-b2ee-01a6e3e1f780,llava,Brazil,True,0.48025,0.48654,-0.0063,0.97117,0.7968,0.84814,0.84567,0.58537,0.54371,0.33113,0.2322,0.08545,0.01675,0.06326
6f8351dc-db39-4a4c-9370-b035dc80d66f,llava,Turkey,False,0.04073,0.02993,0.0108,0.0278,0.0248,0.03197,0.03933,0.04069,0.04439,0.05737,0.05059,0.04688,0.03348,0.04772
6b0be593-f193-48ee-bdd8-8f8cc3da741a,llava,Canada,False,0.06511,0.09068,-0.02557,0.04687,0.0499,0.03138,0.05686,0.04562,0.05641,0.06375,0.11128,0.09196,0.07786,0.08525
f1f5ca23-1476-4be2-a203-079c456d58b7,llava,Brazil,True,0.15766,0.1596,-0.00194,0.37608,0.37608,0.24793,0.19133,0.12567,0.09412,0.05276,0.05402,0.12765,0.08622,0.06554
f12dd800-7905-428c-9690-28747601a795,llava,Canada,False,0.06593,0.07783,-0.0119,0.04687,0.05402,0.06165,0.06836,0.07591,0.06218,0.06369,0.07503,0.08053,0.06018,0.06868
1b080c55-9d6e-489f-95d6-8f03f713099b,llava,Turkey,False,0.04246,0.03586,0.0066,0.04428,0.03787,0.03977,0.04346,0.04233,0.03745,0.03395,0.04535,0.05249,0.04592,0.04775
ec6992fc-90b0-45fa-8cb0-0979086911d7,llava,Brazil,True,0.17147,0.23043,-0.05896,0.25566,0.24616,0.23848,0.23217,0.19266,0.12492,0.15138,0.08721,0.10133,0.14543,0.13423
4c79241e-3dc9-44d8-bed7-421701a25103,llava,Canada,False,0.05984,0.06009,-0.00025,0.06863,0.08064,0.06096,0.05187,0.04355,0.04714,0.05259,0.05045,0.05152,0.07599,0.09883
e2ee5b98-bfa9-4103-aa2c-e0397e9bd668,llava,Brazil,True,0.15454,0.19269,-0.03816,0.66543,0.14835,0.19263,0.21606,0.13122,0.11231,0.1443,0.07308,0.07742,0.0836,0.06739
ec1ebd50-a42c-47c5-a77d-00546adf6224,llava,Canada,False,0.06596,0.0685,-0.00254,0.05993,0.08164,0.05695,0.04669,0.03012,0.04507,0.06565,0.08969,0.07439,0.08213,0.11458
751a2a0e-916c-48e1-a267-c7c59106d6b0,llava,Brazil,True,0.21034,0.17928,0.03106,0.6238,0.33095,0.3968,0.36924,0.17538,0.14568,0.08316,0.11785,0.07698,0.04482,0.10123
aec29b23-29fa-4d4d-b20c-73e160c63943,llava,Turkey,False,0.0437,0.04046,0.00324,0.04677,0.04961,0.05764,0.04171,0.02313,0.04672,0.03702,0.05491,0.03618,0.04013,0.05316
035e6a4b-1414-44d6-8b17-8bac0bb64a42,llava,Brazil,True,0.45961,0.66494,-0.20534,0.9974,0.99208,0.98635,0.89277,0.62377,0.31258,0.11171,0.09549,0.03678,0.02422,0.04325
daef26fc-191a-476a-a883-66c9dad9f963,llava,Canada,False,0.14077,0.11446,0.02632,0.06425,0.04757,0.09104,0.08623,0.0914,0.11318,0.1793,0.24033,0.20052,0.30082,0.05044
f8d29900-ef57-4a37-93ee-d6596f54b8b0,llava,Brazil,True,0.93607,0.90921,0.02686,0.99778,0.99722,0.99312,0.99163,0.98766,0.98274,0.98555,0.97908,0.96187,0.95291,0.05999
449dd4e6-c146-4c46-a36f-506b0669f056,llava,Turkey,False,0.02076,0.03142,-0.01065,0.04069,0.02302,0.01776,0.01584,0.01468,0.01585,0.0194,0.02354,0.01892,0.01468,0.04724
b6a921ff-8d0c-41e1-8a6a-f9f1068693ee,llava,Brazil,True,0.1406,0.15363,-0.01304,0.36919,0.22003,0.15477,0.12828,0.1551,0.10963,0.09837,0.13774,0.05334,0.13206,0.06412
7b652a5a-c293-42d8-9245-c3e1556636c1,llava,Ethiopia,False,0.62326,0.58696,0.03631,0.87598,0.85044,0.69359,0.74448,0.6873,0.68722,0.72411,0.48633,0.54043,0.287,0.1875
a13fc28b-003a-4e28-8850-905313634459,llava,Nigeria,False,0.01939,0.1592,-0.13981,6e-05,0.00022,0.00039,0.00063,0.00045,0.00042,0.00089,0.00244,0.002,0.01237,0.34804
693a728d-e9d9-4d50-a6c8-c38a7d8dce35,llava,Nigeria,False,0.39898,0.47778,-0.0788,0.23532,0.33608,0.34161,0.55057,0.53804,0.45916,0.56956,0.31664,0.31436,0.32134,0.24948
843b1217-b7f6-4c73-9d38-0eac63bf6f28,llava,USA,False,0.04593,0.02938,0.01656,0.02952,0.10871,0.1026,0.05297,0.03048,0.03048,0.03644,0.02067,0.01434,0.02584,0.0441
2a57f463-0a45-4852-9a58-acbf91395812,llava,Nigeria,False,0.54571,0.61511,-0.0694,0.30965,0.54559,0.73139,0.75244,0.73563,0.68866,0.49868,0.43666,0.35806,0.38091,0.34845
3fd7af11-b663-486b-a962-16c72d01e706,llava,Brazil,False,0.08133,0.08424,-0.00291,0.00981,0.03874,0.07481,0.05403,0.06713,0.05275,0.0651,0.12913,0.11875,0.13678,0.14234
a952f9e8-5281-4661-950e-ffbf264a69f2,llava,Brazil,False,0.04437,0.04673,-0.00236,0.04391,0.03099,0.01773,0.04739,0.03329,0.02643,0.03321,0.03091,0.05072,0.08681,0.12842
d83a91b8-849b-4f7f-8c8e-168734417cd3,llava,Brazil,False,0.045,0.03143,0.01357,0.04263,0.05817,0.06953,0.05861,0.0504,0.04496,0.03589,0.03206,0.02912,0.02993,0.04012
ae3e7c2c-7bd7-4086-93d8-14c1f86a3184,llava,Turkey,False,0.0243,0.01649,0.00782,0.0323,0.01343,0.01208,0.00919,0.01342,0.01356,0.02091,0.04251,0.04296,0.04298,0.03167
03e3c931-426c-454a-a977-1805f7c65f15,llava,Brazil,False,0.01811,0.01841,-0.0003,0.00523,0.00265,0.00591,0.00596,0.02445,0.01121,0.00953,0.01246,0.01717,0.04125,0.09579
2ee2ff8e-8560-4eb9-b869-6ba468258201,llava,Brazil,False,0.19884,0.20565,-0.00681,0.32409,0.25594,0.25742,0.22651,0.24624,0.22326,0.20424,0.19083,0.10379,0.09023,0.0557
b0cbe990-43cc-45a9-9f98-ab8a0a38fe64,llava,Brazil,False,0.01191,0.01834,-0.00643,0.00204,0.00911,0.00824,0.00628,0.00841,0.00961,0.01156,0.00813,0.00736,0.01399,0.07081
ab6ac2e8-bdfc-452f-8119-914e40e8b151,llava,Ethiopia,False,0.14926,0.05394,0.09532,0.0018,0.02695,0.02263,0.11865,0.06502,0.18955,0.21591,0.29536,0.26836,0.21468,0.14922
16ff40c1-2e0d-4207-992b-7ff20edf427a,llava,Ethiopia,False,0.27388,0.21619,0.05769,0.31755,0.23813,0.34046,0.35138,0.38151,0.35586,0.30564,0.18548,0.18142,0.12176,0.23675
eed6d393-d438-4d10-8782-d5443e9342be,llava,Brazil,False,0.07175,0.07796,-0.00621,0.07923,0.06035,0.10007,0.07271,0.07632,0.07254,0.0851,0.07465,0.056,0.0505,0.0593
e46d024b-8bdb-46d2-ad2b-d5dd20831693,llava,Canada,False,0.01539,0.01507,0.00032,0.00088,0.00142,0.00116,0.00181,0.00386,0.00616,0.00188,0.0462,0.01894,0.01558,0.1129
b6b1e4ca-d9e8-4d54-a292-82c2bf818d3b,llava,Ethiopia,False,0.06393,0.04551,0.01842,0.04825,0.03634,0.06874,0.05502,0.03072,0.03473,0.0348,0.07599,0.0537,0.15325,0.14382
7fa37c8c-5b74-4898-ba37-a0c2933cdb03,llava,Brazil,False,0.11426,0.08953,0.02473,0.10405,0.21349,0.20394,0.15102,0.10906,0.09077,0.08394,0.06197,0.06076,0.06264,0.10593
a8e28ea4-0eac-497a-b894-1e682ef66e8e,llava,Brazil,False,0.13603,0.09944,0.03659,0.2462,0.11566,0.13418,0.16154,0.17304,0.1715,0.10825,0.09999,0.15398,0.08459,0.06896
39456870-dff9-4521-85a7-8ce1e1156572,llava,Brazil,False,0.05281,0.04571,0.0071,0.01854,0.02575,0.02233,0.0222,0.04333,0.05105,0.05522,0.06126,0.09078,0.0967,0.10033
d501d03b-8677-427a-bd3c-80ef26349cf6,llava,Nigeria,False,0.20872,0.16011,0.0486,8e-05,0.00168,0.00655,0.06918,0.32686,0.42551,0.24069,0.28207,0.25704,0.3404,0.27426
f7c40fe4-ac32-46c5-922c-89e85b650906,llava,Nigeria,False,0.51286,0.48628,0.02658,0.48945,0.5145,0.48194,0.50556,0.53444,0.53444,0.40378,0.53277,0.66048,0.63556,0.16077
1192021a-598b-48bb-be52-9f576e627384,llava,Turkey,False,0.01107,0.00775,0.00332,0.01389,0.00716,0.00313,0.00395,0.00364,0.00303,0.01708,0.01452,0.02011,0.01541,0.03145
86ea271d-4352-4963-80a2-96b496b9ab50,llava,Ethiopia,False,0.11387,0.39415,-0.28027,0.04689,0.18473,0.11235,0.06565,0.05312,0.05514,0.05643,0.07961,0.19028,0.28641,0.06316
9ade2c60-6dfc-4eaf-bfc4-f317af15ac60,llava,Brazil,False,0.01348,0.00761,0.00586,0.00049,0.00028,0.00034,0.00125,0.00148,0.00293,0.02583,0.02488,0.02633,0.03174,0.03894
ff0bce0b-7179-486e-9d05-9efa37b21512,llava,Germany,True,0.6861,0.64544,0.04066,0.99746,0.96162,0.96585,0.95011,0.89771,0.87325,0.8144,0.27605,0.52534,0.07331,0.04934
e6e586b2-3904-40e5-8fcd-0e8201909ad0,llava,Brazil,False,0.08266,0.13917,-0.05651,0.02664,0.06194,0.11136,0.10823,0.07971,0.07387,0.09052,0.08303,0.0876,0.07506,0.08385
dd47b69e-013f-4997-9504-4d2e8a37342d,llava,Germany,True,0.60611,0.5886,0.01751,0.9922,0.9292,0.90947,0.87122,0.80036,0.5737,0.65741,0.14805,0.30045,0.29948,0.15129
b3d8b8f5-af2a-416e-b0ff-deaa2a94d8e5,llava,USA,False,0.13105,0.16559,-0.03454,0.3756,0.11553,0.08264,0.05597,0.07126,0.08827,0.13621,0.27245,0.18843,0.09487,0.03407
82215031-0639-473d-8f9c-7c9de723779d,llava,Germany,True,0.88123,0.84181,0.03943,0.99777,0.98568,0.98955,0.97096,0.97938,0.94958,0.93923,0.94077,0.81537,0.67931,0.12722
39733d4c-5b90-473a-b873-d62f74e809fa,llava,Canada,False,0.04768,0.02785,0.01982,0.00153,0.03824,0.07377,0.06181,0.05202,0.04133,0.03913,0.04229,0.05149,0.06076,0.03035
bcc78c9f-680f-41a8-959a-b71924fe3835,llava,Brazil,False,0.06353,0.05584,0.00769,0.00227,0.00725,0.00876,0.01603,0.02086,0.04722,0.06483,0.09788,0.15763,0.1606,0.10614
e3ca3318-1490-4d72-bed8-d9c1813ed430,llava,Germany,True,0.41854,0.31379,0.10475,0.82572,0.50201,0.59441,0.57347,0.542,0.50003,0.22601,0.25945,0.32739,0.21904,0.05751
e59b1cbd-2cfd-428a-b1f4-fba8cbfb08ec,llava,Turkey,False,0.03499,0.01974,0.01525,0.00132,0.00366,0.00957,0.0203,0.01822,0.01626,0.02234,0.0314,0.05167,0.14601,0.05968
cc3e4687-4fba-4fe1-aeb3-489db832865c,llava,Turkey,False,0.09771,0.11564,-0.01793,0.24257,0.17879,0.17974,0.19841,0.0918,0.04999,0.03968,0.0314,0.04108,0.02896,0.03188
31e9a0fd-c1ab-4668-a100-e869e7c36d2e,llava,USA,False,0.3662,0.39384,-0.02765,0.50223,0.46531,0.41228,0.50631,0.33085,0.4402,0.41329,0.30283,0.29708,0.21527,0.05492
535d82e7-8b5f-4ed4-b186-e458ced4fd32,llava,Germany,True,0.17352,0.74589,-0.57237,0.97504,0.26778,0.12687,0.16662,0.26743,0.0753,0.10628,0.10965,0.07133,0.03189,0.04895
606aeda1-a002-4666-9cc2-c54b4af0a436,llava,Canada,False,0.03751,0.0522,-0.0147,0.04501,0.04552,0.04323,0.03214,0.03474,0.03193,0.02511,0.03249,0.04525,0.03991,0.04453
