u_id,model,pred_country,correct,auc_ranked,auc_random,auc_gap,conf_step0,conf_step1,conf_step2,conf_step3,conf_step4,conf_step5,conf_step6,conf_step7,conf_step8,conf_step9,conf_step10
cedc6039-0f3d-4995-bf1f-eb1cd6590cbf,clip,Turkey,True,0.05265,0.05623,-0.00358,0.42485,0.01468,0.0162,0.03345,0.03602,0.0366,0.0366,0.0366,0.03616,0.03839,0.05865
1a2b2bda-ede8-4e7c-99a6-7072401066e6,clip,Turkey,True,0.33255,0.4539,-0.12135,0.9341,0.54612,0.62814,0.72801,0.61822,0.1548,0.05644,0.03947,0.04678,0.02323,0.03461
fa819613-c07e-4e81-ae2a-6a5fee7b350b,clip,Turkey,True,0.20125,0.17504,0.02621,0.81744,0.12374,0.14075,0.07014,0.48506,0.55096,0.10748,0.04238,0.03968,0.03057,0.02608
4efc5850-d150-471b-8188-4f35d3b63b48,clip,China,False,0.05756,0.08683,-0.02928,0.26382,0.04445,0.04445,0.04445,0.04445,0.04445,0.04445,0.04051,0.04606,0.05612,0.06851
a5ffd0e5-343e-484b-92dc-aa8f00b18e98,clip,USA,False,0.04627,0.05894,-0.01267,0.03965,0.03067,0.03237,0.03237,0.03237,0.03237,0.04983,0.09821,0.05035,0.04085,0.08687
c67a3887-7cf3-4455-8122-e60eedd643a7,clip,Turkey,True,0.07013,0.13389,-0.06376,0.29202,0.07816,0.04459,0.06543,0.04473,0.06722,0.06819,0.07752,0.04404,0.03412,0.06263
0c5aee4c-d9fe-462e-8df1-ef7320c618cb,clip,USA,False,0.12967,0.14816,-0.01849,0.45308,0.16079,0.10261,0.13319,0.12904,0.12222,0.11883,0.09575,0.08504,0.06896,0.10743
2272ab97-94b6-4151-9ec6-763f05b0c22c,clip,Germany,False,0.07033,0.11808,-0.04775,0.49121,0.05451,0.06733,0.06365,0.06465,0.05582,0.03329,0.03926,0.03417,0.02615,0.03763
2b514973-2195-4908-8bda-3f958deb8bdb,clip,Iran,False,0.10011,0.17171,-0.07161,0.55049,0.11421,0.08363,0.06181,0.05523,0.07946,0.08273,0.07727,0.0883,0.05747,0.05143
f7a3dcee-b9cb-4f4b-94b6-617336a4d320,clip,Iran,False,0.02639,0.05089,-0.0245,0.16302,0.03158,0.01273,0.01686,0.01686,0.01686,0.01686,0.00827,0.0307,0.01328,0.0368
fd72fc17-d0df-47fd-9d0c-4e6803e873c0,clip,Turkey,True,0.1078,0.20133,-0.09353,0.62055,0.06787,0.06798,0.04055,0.12118,0.18599,0.0684,0.0684,0.06499,0.05715,0.05047
e3ddb612-2a9b-4cda-a547-572583a1e202,clip,Turkey,True,0.33977,0.49883,-0.15906,0.94235,0.79636,0.5799,0.38077,0.38077,0.47989,0.14501,0.05991,0.04029,0.0425,0.04225
c6f9ae05-ef81-4957-b6f0-7a177580e2d5,clip,Turkey,True,0.2378,0.34756,-0.10976,0.96484,0.4204,0.24361,0.11795,0.15584,0.30294,0.30294,0.15153,0.10817,0.05485,0.07471
443e4b25-3d4a-40e3-a270-e48c9d37f105,clip,Turkey,True,0.10918,0.21191,-0.10273,0.77882,0.1797,0.13466,0.08878,0.08232,0.0622,0.05163,0.026,0.026,0.026,0.05022
e2af3f45-8230-49e5-9fb2-19c8b42b9816,clip,Turkey,True,0.11553,0.48033,-0.3648,0.92022,0.42446,0.04692,0.03134,0.02634,0.02772,0.03343,0.02191,0.02406,0.02922,0.05959
9463f29a-4672-4021-923f-3827ddcfae45,clip,Turkey,True,0.1399,0.24744,-0.10754,0.94245,0.23721,0.17341,0.19377,0.11209,0.03288,0.04212,0.03866,0.03866,0.03866,0.0407
c5fa60a8-7191-498a-8cc9-db07ec48dd86,clip,Rwanda,False,0.16748,0.16458,0.00291,0.31147,0.14866,0.12507,0.16459,0.17499,0.17272,0.14822,0.17814,0.158,0.16789,0.16167
a48d89f9-3486-46e8-a68c-c47ad537226f,clip,Turkey,True,0.54051,0.69408,-0.15357,0.99464,0.98708,0.98964,0.97451,0.93425,0.86824,0.03926,0.03926,0.02355,0.02293,0.05802
468a0a50-3eba-40b2-92b0-5b172fb30c01,clip,Nigeria,False,0.27237,0.34311,-0.07074,0.45327,0.49388,0.54549,0.33924,0.23514,0.19374,0.15557,0.15037,0.14428,0.15827,0.16221
f555701d-40c7-4400-9bdc-eda62ace2912,clip,Rwanda,False,0.24603,0.44221,-0.19618,0.65643,0.27772,0.28702,0.37397,0.38217,0.17062,0.21235,0.03519,0.09533,0.20282,0.18975
6653f8dd-3fff-48a3-8e29-065917a610b0,clip,Ethiopia,True,0.27031,0.65036,-0.38004,0.95304,0.33723,0.24328,0.23091,0.19521,0.19521,0.19521,0.23425,0.17054,0.30813,0.23327
8eafe537-95b2-4e1f-8416-8196d5fd59cb,clip,Ethiopia,True,0.26932,0.31552,-0.04621,0.73435,0.19597,0.16163,0.34927,0.40559,0.26706,0.20805,0.20805,0.20805,0.23584,0.17293
7cde7484-09d6-4675-859f-c98293b98f27,clip,Ethiopia,True,0.53394,0.60917,-0.07523,0.9387,0.74267,0.52695,0.18406,0.51753,0.61429,0.6356,0.59343,0.49888,0.49073,0.13178
b42f7e81-16d7-4b6b-a305-d8e79c5ddf58,clip,Ethiopia,True,0.50916,0.71237,-0.20321,0.99544,0.98176,0.77169,0.76721,0.83648,0.30982,0.19348,0.23277,0.21727,0.21727,0.13216
46f8812b-adca-4161-ae1f-9f6c5600599c,clip,Ethiopia,True,0.11179,0.85721,-0.74542,0.74485,0.04139,0.0521,0.07273,0.06784,0.08294,0.07268,0.11493,0.1094,0.09185,0.07924
d97dd49b-2351-46fb-814b-b5f0a72d251e,clip,Rwanda,False,0.21891,0.23261,-0.0137,0.56427,0.19659,0.26114,0.25073,0.16797,0.18724,0.18724,0.18724,0.18724,0.18724,0.18876
c8b19f46-371b-46f5-89ca-93b99b2fd6a0,clip,Ethiopia,True,0.28667,0.61931,-0.33264,0.99976,0.6407,0.32168,0.22944,0.2727,0.25948,0.18844,0.17328,0.11207,0.11207,0.11405
f71472c0-2cb4-475d-9b08-5787585f550e,clip,Rwanda,False,0.24409,0.3372,-0.09312,0.54787,0.19705,0.14552,0.24368,0.20028,0.20678,0.32735,0.29854,0.18954,0.20591,0.30454
bff5977b-7901-4d1e-96a1-5c0d19848a0f,clip,Ethiopia,True,0.30105,0.59094,-0.28989,0.99683,0.96771,0.96166,0.05359,0.03753,0.08618,0.11544,0.08358,0.08358,0.08358,0.07846
5880280d-93fc-446b-8079-58300559adda,clip,Rwanda,False,0.23677,0.2569,-0.02012,0.68938,0.31537,0.31537,0.31537,0.31537,0.28646,0.1726,0.12,0.04556,0.07853,0.11688
9cddc74e-a74b-4b29-9493-f6bac0aa27ea,clip,Ethiopia,True,0.09849,0.07305,0.02544,0.29867,0.21127,0.12679,0.11688,0.06689,0.04347,0.04554,0.04069,0.04379,0.08471,0.11111
0b04f451-42cf-462b-b983-307e13183f45,clip,Ethiopia,True,0.47706,0.79634,-0.31928,0.99988,0.93475,0.89828,0.79113,0.49157,0.36419,0.17601,0.1796,0.18584,0.18584,0.12692
01a1d08a-e2a5-4a81-afb5-9831cddd3e88,clip,China,False,0.0859,0.2874,-0.2015,0.85253,0.09021,0.03774,0.02571,0.03873,0.05334,0.03915,0.04789,0.04616,0.02638,0.05477
3d4755c8-3116-45b7-a80f-10c886ec742d,clip,Ethiopia,True,0.42313,0.65316,-0.23003,0.96123,0.6504,0.49324,0.52104,0.47144,0.40091,0.44195,0.25456,0.15902,0.2075,0.30133
1b7870bb-8b83-46e9-bced-5f1f7c45ec19,clip,Rwanda,False,0.2467,0.32184,-0.07515,0.32509,0.27144,0.27943,0.22713,0.22746,0.23093,0.21169,0.28929,0.33562,0.17104,0.12076
9c96c4f7-b755-4960-948b-8c0ea7761880,clip,Ethiopia,True,0.60609,0.56422,0.04186,0.99725,0.98929,0.98719,0.98384,0.92438,0.92523,0.26238,0.16264,0.08043,0.1169,0.25992
dc3a53b7-bcd5-4354-93b6-f954b82269e1,clip,Ethiopia,True,0.61053,0.72583,-0.1153,0.99531,0.99147,0.99331,0.99291,0.93355,0.57942,0.3011,0.32678,0.18993,0.18993,0.21842
3d773278-fed5-46fd-976e-a018441b9190,clip,Canada,False,0.04833,0.05178,-0.00346,0.12409,0.02154,0.03074,0.0189,0.02736,0.02368,0.04779,0.08755,0.06447,0.06428,0.06985
0ed35e82-2fa8-46d6-b4e0-629c66728ae8,clip,USA,False,0.4041,0.46222,-0.05813,0.59218,0.61606,0.71023,0.50566,0.33334,0.40109,0.39492,0.2653,0.2653,0.2086,0.08872
22cd2fea-0e59-4662-8146-874abbac1fcf,clip,Ethiopia,True,0.48652,0.70052,-0.214,0.99521,0.75856,0.77399,0.80369,0.27882,0.33,0.33,0.33,0.33,0.33,0.20506
d54dbb9a-94a1-470b-a1d1-12f9f313bb77,clip,Ethiopia,True,0.63009,0.65745,-0.02736,0.96211,0.78602,0.79019,0.75534,0.67884,0.51211,0.69707,0.65909,0.42031,0.42031,0.20104
535f44c0-e569-40b7-9b05-2ab1ef0f8368,clip,Rwanda,False,0.08877,0.21997,-0.1312,0.44754,0.03692,0.03052,0.09223,0.0773,0.07618,0.07618,0.07845,0.05943,0.08395,0.10559
f8c67c30-7009-4b45-9991-34eae86da207,clip,Ethiopia,True,0.19458,0.42176,-0.22718,0.9818,0.25751,0.09792,0.06982,0.08936,0.06811,0.2077,0.2077,0.2077,0.2077,0.08273
19289618-394a-4b0b-ad8f-ffe2157564aa,clip,Turkey,False,0.04393,0.16553,-0.12159,0.48987,0.00704,0.02067,0.01356,0.01983,0.02011,0.02011,0.02011,0.01777,0.0265,0.05736
98eed9b0-5603-4c58-b498-34df83a4d44e,clip,Iran,True,0.14093,0.47019,-0.32926,0.97168,0.35604,0.17155,0.03508,0.05164,0.05164,0.05164,0.05164,0.05164,0.05164,0.10201
139ebae1-b6e8-4a4c-9368-f0bb40c93b7e,clip,Iran,True,0.23253,0.32442,-0.09189,0.98868,0.36038,0.28078,0.2357,0.28001,0.16543,0.13885,0.13391,0.13391,0.08319,0.03757
d4763361-b78a-4ad4-a747-43d7d7d74151,clip,Iran,True,0.50407,0.3426,0.16147,0.87062,0.72038,0.72038,0.72038,0.72038,0.49689,0.36825,0.35352,0.30163,0.13173,0.14364
0b9aadd7-4769-4584-8fd7-428dfa00fdaf,clip,USA,False,0.03343,0.03221,0.00122,0.25995,0.01424,0.01565,0.0145,0.01852,0.0195,0.02921,0.02392,0.02392,0.02392,0.04197
00a46fda-95f7-455b-8bba-e320575b6ea3,clip,Iran,True,0.78541,0.79354,-0.00813,0.99858,0.95329,0.90696,0.91461,0.97996,0.91124,0.80644,0.80644,0.80644,0.21199,0.11479
79f909c7-d80a-4cab-a96a-0f26f374331c,clip,Iran,True,0.22155,0.17951,0.04205,0.21165,0.21126,0.19664,0.19664,0.19664,0.24968,0.26236,0.30021,0.23365,0.23362,0.05804
75a71390-5aea-4c53-957a-a6e71b746fa3,clip,Brazil,False,0.11374,0.10285,0.01089,0.15026,0.15051,0.16041,0.08509,0.10507,0.13402,0.10273,0.10273,0.10273,0.07389,0.09023
09180ea8-c1bf-4724-9f70-7501f4f20cf4,clip,Iran,True,0.08678,0.13805,-0.05127,0.20737,0.09684,0.08602,0.08171,0.07586,0.07364,0.07364,0.07364,0.08998,0.09297,0.03965
d87f6641-66de-446e-a933-47ad83edc1f0,clip,Iran,True,0.68192,0.58341,0.09851,0.98619,0.97676,0.95885,0.95885,0.95885,0.90615,0.83029,0.41563,0.15257,0.14398,0.04846
fbe240a9-76de-4a92-8136-ea1716764e8d,clip,Iran,True,0.17773,0.23075,-0.05302,0.51068,0.25215,0.21784,0.11343,0.11343,0.11343,0.09922,0.09233,0.46395,0.03424,0.04385
34dd1cb8-5e75-42fb-933a-79c31b9a7dbe,clip,USA,False,0.04837,0.07139,-0.02303,0.04218,0.09178,0.09178,0.09178,0.05822,0.03823,0.02842,0.02334,0.00771,0.01637,0.02995
829128f6-3b16-48aa-9654-69ba391bc9c6,clip,Iran,True,0.16213,0.67893,-0.51679,0.98905,0.88786,0.0374,0.03259,0.02552,0.01727,0.02197,0.02197,0.02197,0.02657,0.06735
f4247462-9218-4cf6-9952-434510763b03,clip,Iran,True,0.66707,0.88205,-0.21498,0.98505,0.90378,0.69948,0.80791,0.65066,0.56304,0.56304,0.56943,0.7499,0.64801,0.04577
e0ab0bf7-2f4f-4f11-a030-bf9080c1007d,clip,Iran,True,0.58773,0.59854,-0.01081,0.98797,0.9802,0.90401,0.89544,0.89544,0.70164,0.44548,0.34183,0.09982,0.08993,0.05903
e7fcffa3-291f-4074-8452-afb7753bd3eb,clip,Ethiopia,False,0.16167,0.20776,-0.04608,0.20308,0.19247,0.19247,0.19247,0.22037,0.13391,0.1989,0.13411,0.08574,0.06647,0.19658
6a9e5e3f-fc05-4c27-99e0-8f62cbfbce0a,clip,Iran,True,0.50705,0.50714,-9e-05,0.59059,0.40412,0.37311,0.55257,0.58547,0.75929,0.60425,0.51164,0.37951,0.43441,0.34167
0aa13c4d-b47c-4bc7-a4bb-957561dbad02,clip,Iran,True,0.17098,0.16828,0.0027,0.79678,0.17541,0.31453,0.24913,0.14204,0.06344,0.08346,0.14025,0.08822,0.02658,0.05679
34057f2e-1376-4a8d-92f0-6edc0ffa859b,clip,Iran,True,0.19107,0.32599,-0.13491,0.89852,0.38072,0.36539,0.09098,0.12697,0.12523,0.06554,0.13202,0.08296,0.06824,0.04683
fd222649-bb5d-4bca-aedb-57a9bb3f9a4e,clip,Germany,False,0.15023,0.17082,-0.0206,0.32297,0.1418,0.15455,0.17337,0.18976,0.13858,0.13195,0.13195,0.14046,0.08705,0.10257
2bec6a9c-431a-4dfa-bd02-57b455d95a3a,clip,Iran,True,0.25672,0.50482,-0.2481,0.95677,0.51243,0.28536,0.3848,0.31105,0.21368,0.09792,0.12919,0.07509,0.05017,0.05829
2ffd117c-1a33-4b7a-a359-c3bb9ad35cec,clip,Iran,True,0.09785,0.14131,-0.04346,0.97185,0.1345,0.10064,0.09591,0.01507,0.03485,0.01804,0.01804,0.01804,0.03754,0.03986
6be2a046-67c7-4a4c-b67c-31d41a0714a5,clip,Iran,True,0.25672,0.49219,-0.23546,0.95677,0.51243,0.28536,0.3848,0.31105,0.21368,0.09792,0.12919,0.07509,0.05017,0.05829
d0e20d67-24e5-4292-9222-4b60fdeb3b4f,clip,Iran,True,0.57619,0.63401,-0.05782,0.94713,0.82101,0.73177,0.73177,0.81057,0.69596,0.58445,0.54514,0.24129,0.1112,0.03039
1a8a184f-8ace-4cf9-a732-af3ceedef990,clip,Canada,False,0.02923,0.04207,-0.01284,0.08812,0.0233,0.00412,0.00157,0.01064,0.01423,0.03108,0.04813,0.04607,0.04607,0.04607
92e9ea16-f3a3-42fd-9b4a-304d1e8bb39c,clip,Brazil,True,0.09437,0.16052,-0.06616,0.37652,0.18197,0.12077,0.08405,0.08405,0.07108,0.05273,0.05144,0.04357,0.03629,0.05895
8d88fa68-f254-4577-9922-87ba6696d54f,clip,Nigeria,False,0.27658,0.38586,-0.10928,0.25584,0.25402,0.3972,0.43459,0.40478,0.33693,0.20628,0.16743,0.18074,0.18826,0.13526
97b3a522-968d-4db3-9126-1898cb9dca5f,clip,Rwanda,False,0.27892,0.35389,-0.07497,0.5123,0.17414,0.23691,0.30961,0.34603,0.32762,0.22533,0.25333,0.40244,0.21623,0.0829
61cd5c3a-9325-4cdf-9ff2-0e8625c8e8bc,clip,Canada,False,0.05138,0.10517,-0.05379,0.16717,0.03952,0.0342,0.03101,0.03286,0.0366,0.06254,0.06103,0.07449,0.03158,0.05276
2faa706e-08ea-4f4e-9f88-6000d10bb322,clip,Brazil,True,0.3021,0.52631,-0.22421,0.61602,0.34525,0.29003,0.29003,0.30164,0.32363,0.36369,0.38068,0.2319,0.13611,0.1001
3429c249-9b78-4612-8b82-8ce2405193ce,clip,Brazil,True,0.95428,0.94959,0.00469,0.99855,0.99723,0.99825,0.99844,0.99782,0.99765,0.99765,0.99702,0.99516,0.99193,0.1448
7b73f9f5-70a9-4324-a79d-99302078220b,clip,Brazil,True,0.76465,0.58431,0.18034,0.98001,0.88429,0.89021,0.89021,0.89021,0.81625,0.78906,0.73527,0.87381,0.33227,0.10988
525abdb3-d337-4b12-b2ee-01a6e3e1f780,clip,Brazil,True,0.31159,0.50885,-0.19727,0.97117,0.86932,0.79724,0.55134,0.16276,0.0436,0.0436,0.0436,0.0436,0.0436,0.06326
6f8351dc-db39-4a4c-9370-b035dc80d66f,clip,Brazil,True,0.11622,0.23838,-0.12216,0.55558,0.2168,0.11443,0.0968,0.09122,0.06326,0.06797,0.06797,0.06797,0.06248,0.07108
6b0be593-f193-48ee-bdd8-8f8cc3da741a,clip,USA,False,0.07138,0.06886,0.00251,0.169,0.09421,0.1104,0.09987,0.09088,0.07112,0.02851,0.02723,0.02723,0.02723,0.10516
f1f5ca23-1476-4be2-a203-079c456d58b7,clip,Germany,False,0.10417,0.09272,0.01144,0.11914,0.08992,0.09637,0.10621,0.1131,0.1131,0.1131,0.10937,0.0928,0.10373,0.08878
f12dd800-7905-428c-9690-28747601a795,clip,USA,False,0.07138,0.10168,-0.03031,0.169,0.09421,0.1104,0.09987,0.09088,0.07112,0.02851,0.02723,0.02723,0.02723,0.10516
1b080c55-9d6e-489f-95d6-8f03f713099b,clip,Germany,False,0.10936,0.10143,0.00793,0.11987,0.11987,0.11987,0.11987,0.10379,0.11531,0.10029,0.10738,0.08197,0.10162,0.12734
ec6992fc-90b0-45fa-8cb0-0979086911d7,clip,Brazil,True,0.20034,0.1829,0.01744,0.25566,0.20998,0.20998,0.20998,0.25112,0.30332,0.19214,0.17833,0.12712,0.12648,0.13423
4c79241e-3dc9-44d8-bed7-421701a25103,clip,USA,False,0.05642,0.08474,-0.02831,0.05821,0.04933,0.05628,0.05286,0.05329,0.04216,0.05564,0.05582,0.05188,0.04908,0.13759
e2ee5b98-bfa9-4103-aa2c-e0397e9bd668,clip,Brazil,True,0.20827,0.14892,0.05935,0.66543,0.43688,0.16836,0.1998,0.31471,0.22067,0.11469,0.08704,0.08704,0.08704,0.06739
ec1ebd50-a42c-47c5-a77d-00546adf6224,clip,USA,False,0.04214,0.06246,-0.02033,0.11844,0.02795,0.0338,0.03262,0.03262,0.03262,0.03262,0.04042,0.05927,0.03616,0.06813
751a2a0e-916c-48e1-a267-c7c59106d6b0,clip,Brazil,True,0.22346,0.39466,-0.1712,0.6238,0.07128,0.04933,0.06155,0.21201,0.32359,0.30116,0.30116,0.30767,0.24429,0.10123
aec29b23-29fa-4d4d-b20c-73e160c63943,clip,Rwanda,False,0.12846,0.17505,-0.04659,0.13558,0.06358,0.12062,0.1114,0.12492,0.15494,0.13761,0.14583,0.14583,0.13219,0.15981
035e6a4b-1414-44d6-8b17-8bac0bb64a42,clip,Brazil,True,0.38742,0.61658,-0.22915,0.9974,0.99011,0.9404,0.70807,0.34172,0.0894,0.04708,0.07166,0.07166,0.07166,0.08755
daef26fc-191a-476a-a883-66c9dad9f963,clip,USA,False,0.09618,0.08859,0.00759,0.39829,0.08807,0.0781,0.11337,0.08971,0.0359,0.0606,0.07854,0.09405,0.09405,0.06061
f8d29900-ef57-4a37-93ee-d6596f54b8b0,clip,Brazil,True,0.7588,0.85299,-0.09419,0.99778,0.9928,0.99409,0.99751,0.99766,0.99545,0.989,0.9784,0.06264,0.05019,0.06264
449dd4e6-c146-4c46-a36f-506b0669f056,clip,USA,False,0.08068,0.05224,0.02844,0.09646,0.12398,0.10699,0.17972,0.16079,0.04424,0.02556,0.02556,0.02556,0.02556,0.08113
b6a921ff-8d0c-41e1-8a6a-f9f1068693ee,clip,Brazil,True,0.17605,0.20739,-0.03134,0.36919,0.15861,0.12432,0.14353,0.34494,0.31083,0.10482,0.11894,0.11894,0.11894,0.06412
7b652a5a-c293-42d8-9245-c3e1556636c1,clip,Ethiopia,False,0.55961,0.57646,-0.01684,0.87598,0.74636,0.84292,0.86367,0.9161,0.70758,0.46712,0.17998,0.17998,0.16069,0.1875
a13fc28b-003a-4e28-8850-905313634459,clip,Rwanda,True,0.82309,0.70977,0.11332,0.98426,0.97743,0.89706,0.89706,0.89706,0.89706,0.89706,0.93051,0.80571,0.47086,0.13793
693a728d-e9d9-4d50-a6c8-c38a7d8dce35,clip,Rwanda,True,0.22807,0.28867,-0.06059,0.59563,0.35267,0.24019,0.20277,0.20277,0.20277,0.20277,0.16747,0.24041,0.11882,0.10458
843b1217-b7f6-4c73-9d38-0eac63bf6f28,clip,USA,False,0.05142,0.03578,0.01564,0.02952,0.05469,0.08242,0.10302,0.07063,0.06315,0.01974,0.02623,0.02749,0.02749,0.0492
2a57f463-0a45-4852-9a58-acbf91395812,clip,Rwanda,True,0.16635,0.15899,0.00736,0.61203,0.09442,0.08905,0.21527,0.21527,0.21527,0.21527,0.09984,0.08877,0.07312,0.10236
3fd7af11-b663-486b-a962-16c72d01e706,clip,USA,False,0.09926,0.08898,0.01028,0.46087,0.14768,0.12392,0.07009,0.09147,0.10487,0.06655,0.05579,0.04822,0.03626,0.03463
a952f9e8-5281-4661-950e-ffbf264a69f2,clip,Rwanda,True,0.24763,0.21829,0.02934,0.52886,0.33978,0.31674,0.23614,0.27024,0.20905,0.26196,0.16553,0.18636,0.14186,0.16838
d83a91b8-849b-4f7f-8c8e-168734417cd3,clip,Rwanda,True,0.37235,0.36693,0.00542,0.47987,0.41754,0.40104,0.40828,0.31667,0.31417,0.38628,0.38628,0.38628,0.3583,0.21752
ae3e7c2c-7bd7-4086-93d8-14c1f86a3184,clip,Iran,False,0.06765,0.08863,-0.02098,0.54127,0.09687,0.08403,0.03691,0.02539,0.03542,0.0155,0.0155,0.02006,0.05736,0.03768
03e3c931-426c-454a-a977-1805f7c65f15,clip,Rwanda,True,0.46738,0.34696,0.12042,0.64564,0.53597,0.53256,0.56988,0.53249,0.39314,0.44851,0.42367,0.37734,0.46131,0.15216
2ee2ff8e-8560-4eb9-b869-6ba468258201,clip,Brazil,False,0.19336,0.20202,-0.00866,0.32409,0.26686,0.22425,0.23822,0.3118,0.33986,0.19816,0.05822,0.05318,0.05318,0.0557
b0cbe990-43cc-45a9-9f98-ab8a0a38fe64,clip,Rwanda,True,0.43577,0.51238,-0.07662,0.69942,0.46537,0.49728,0.44324,0.47577,0.43669,0.43799,0.47002,0.4403,0.17929,0.32406
ab6ac2e8-bdfc-452f-8119-914e40e8b151,clip,Rwanda,True,0.86821,0.85645,0.01176,0.99795,0.99552,0.98917,0.94361,0.94346,0.94346,0.94346,0.94388,0.80526,0.59029,0.17001
16ff40c1-2e0d-4207-992b-7ff20edf427a,clip,Rwanda,True,0.14706,0.24807,-0.10101,0.29048,0.19304,0.20267,0.14005,0.13346,0.13346,0.11065,0.11648,0.07761,0.09043,0.25502
eed6d393-d438-4d10-8782-d5443e9342be,clip,Nigeria,False,0.30792,0.37975,-0.07183,0.46424,0.3672,0.3672,0.3672,0.24891,0.23329,0.30317,0.28212,0.27031,0.28734,0.24074
e46d024b-8bdb-46d2-ad2b-d5dd20831693,clip,Rwanda,True,0.62539,0.63427,-0.00888,0.90919,0.84638,0.78865,0.68982,0.59878,0.61052,0.62254,0.63221,0.53211,0.33461,0.28732
b6b1e4ca-d9e8-4d54-a292-82c2bf818d3b,clip,Rwanda,True,0.82106,0.83276,-0.0117,0.95074,0.90538,0.8733,0.86923,0.86063,0.86063,0.89116,0.9297,0.86661,0.57683,0.20348
7fa37c8c-5b74-4898-ba37-a0c2933cdb03,clip,USA,False,0.05159,0.06058,-0.00899,0.08889,0.05272,0.03081,0.05438,0.07182,0.05912,0.0615,0.04227,0.02053,0.04634,0.06394
a8e28ea4-0eac-497a-b894-1e682ef66e8e,clip,Brazil,False,0.1341,0.13715,-0.00304,0.2462,0.13777,0.11142,0.12736,0.10206,0.15704,0.14496,0.14838,0.13886,0.11411,0.07189
39456870-dff9-4521-85a7-8ce1e1156572,clip,Germany,False,0.09783,0.12922,-0.03139,0.12699,0.12503,0.13145,0.0812,0.08144,0.08429,0.09684,0.09684,0.09684,0.08342,0.07485
d501d03b-8677-427a-bd3c-80ef26349cf6,clip,Rwanda,True,0.34217,0.44087,-0.0987,0.98632,0.60107,0.56207,0.38348,0.37777,0.27268,0.33008,0.13355,0.09982,0.09982,0.13649
f7c40fe4-ac32-46c5-922c-89e85b650906,clip,Rwanda,True,0.18905,0.28814,-0.09908,0.45017,0.07256,0.08972,0.07904,0.07904,0.07904,0.12239,0.16678,0.45863,0.4377,0.16111
1192021a-598b-48bb-be52-9f576e627384,clip,Rwanda,True,0.20987,0.32879,-0.11892,0.71373,0.23146,0.13925,0.13543,0.14798,0.24494,0.22672,0.21177,0.18299,0.15459,0.13349
86ea271d-4352-4963-80a2-96b496b9ab50,clip,Rwanda,True,0.25381,0.54092,-0.28711,0.95207,0.12938,0.29543,0.43263,0.28974,0.1831,0.15377,0.17649,0.17649,0.17649,0.0972
9ade2c60-6dfc-4eaf-bfc4-f317af15ac60,clip,Rwanda,True,0.31918,0.3647,-0.04552,0.94118,0.94783,0.73493,0.47323,0.06792,0.06179,0.09154,0.09047,0.10859,0.09228,0.10525
ff0bce0b-7179-486e-9d05-9efa37b21512,clip,Germany,True,0.70399,0.66743,0.03656,0.99746,0.97764,0.98408,0.97902,0.98341,0.94909,0.81838,0.52072,0.23265,0.06028,0.07176
e6e586b2-3904-40e5-8fcd-0e8201909ad0,clip,Canada,False,0.1301,0.2344,-0.10429,0.41406,0.06151,0.0742,0.0742,0.0742,0.08298,0.11107,0.16541,0.18726,0.22894,0.06846
dd47b69e-013f-4997-9504-4d2e8a37342d,clip,Germany,True,0.59561,0.56054,0.03507,0.9922,0.83419,0.73191,0.8243,0.80011,0.58743,0.41731,0.39564,0.32774,0.50034,0.08201
b3d8b8f5-af2a-416e-b0ff-deaa2a94d8e5,clip,Canada,False,0.19354,0.22658,-0.03304,0.25841,0.12185,0.1659,0.16148,0.18581,0.2054,0.2077,0.25149,0.2498,0.23133,0.05093
82215031-0639-473d-8f9c-7c9de723779d,clip,Germany,True,0.5942,0.77365,-0.17945,0.99777,0.98078,0.92715,0.92087,0.75374,0.89056,0.51058,0.13195,0.13195,0.13195,0.12722
39733d4c-5b90-473a-b873-d62f74e809fa,clip,Germany,True,0.18393,0.3622,-0.17827,0.99229,0.17733,0.15811,0.19388,0.15592,0.12756,0.12756,0.12756,0.12756,0.11347,0.06843
bcc78c9f-680f-41a8-959a-b71924fe3835,clip,Germany,True,0.38727,0.5303,-0.14303,0.97982,0.95584,0.89332,0.77027,0.33977,0.25397,0.04939,0.02936,0.02936,0.02936,0.06436
e3ca3318-1490-4d72-bed8-d9c1813ed430,clip,Germany,True,0.27773,0.28006,-0.00233,0.82572,0.30939,0.36484,0.3313,0.26668,0.33278,0.29377,0.17983,0.14545,0.11169,0.05751
e59b1cbd-2cfd-428a-b1f4-fba8cbfb08ec,clip,Germany,True,0.29814,0.5209,-0.22276,0.97571,0.84529,0.87444,0.40819,0.05712,0.03375,0.04623,0.04623,0.04623,0.09731,0.07751
cc3e4687-4fba-4fe1-aeb3-489db832865c,clip,Germany,True,0.13969,0.15285,-0.01316,0.3726,0.25512,0.1441,0.12801,0.09912,0.15777,0.1276,0.09326,0.08238,0.08327,0.07983
31e9a0fd-c1ab-4668-a100-e869e7c36d2e,clip,Canada,False,0.15293,0.26272,-0.10979,0.30273,0.0894,0.11444,0.09386,0.13379,0.15421,0.1935,0.1935,0.1781,0.19586,0.06262
535d82e7-8b5f-4ed4-b186-e458ced4fd32,clip,Germany,True,0.26104,0.50352,-0.24248,0.97504,0.17155,0.40974,0.31727,0.24611,0.19851,0.19851,0.19851,0.18971,0.16604,0.05387
