u_id,max_score,mean_score,std_score,positive_fraction,entropy,top_patch_row,top_patch_col,country,facet,prediction,correct
1192021a-598b-48bb-be52-9f576e627384,0.20476735,0.011262511,0.06953443,0.3877551020408163,3.5035217,2,3,Rwanda,rituals,Rwanda,True
99a8796e-1be0-40dc-9e07-56df08f021e0,0.012004733,0.0006244788,0.0018501901,0.41836734693877553,4.489597,7,9,Germany,drink,Germany,True
b2886064-331e-4c71-a625-d9d2c5cd9421,0.040560767,0.013265281,0.0145066865,0.7346938775510204,3.54074,5,0,China,drink,China,True
1b7870bb-8b83-46e9-bced-5f1f7c45ec19,0.09275666,-0.038006656,0.04001465,0.14285714285714285,3.7098658,5,2,Ethiopia,food,Rwanda,False
98eed9b0-5603-4c58-b498-34df83a4d44e,0.35063815,0.013816819,0.034287043,0.37755102040816324,3.8452497,7,8,Iran,rituals,Iran,True
7b73f9f5-70a9-4324-a79d-99302078220b,0.012742162,-0.002043718,0.0042329845,0.16326530612244897,3.3222952,5,5,Brazil,traditions,Brazil,True
9f2b9f74-faa4-4b54-a4f1-aa65e32cb9f9,0.016304031,-0.03474498,0.024116097,0.04081632653061224,3.6935499,2,2,USA,drink,Rwanda,False
8869939b-17da-472e-8637-58d80e9291e7,0.1760885,0.037007067,0.05390021,0.5306122448979592,3.3247542,6,5,Canada,traditions,Canada,True
449dd4e6-c146-4c46-a36f-506b0669f056,0.083202496,0.049508814,0.015480953,0.9795918367346939,3.846766,6,3,Brazil,drink,USA,False
7469bf5a-e55b-4077-8c23-4f80be8daa32,0.053583294,0.0064246315,0.018684622,0.4897959183673469,3.2017379,1,4,China,drink,Canada,False
2faa706e-08ea-4f4e-9f88-6000d10bb322,0.20090091,-0.04342283,0.07590048,0.15816326530612246,4.787187,6,8,Brazil,traditions,Brazil,True
b44fddf6-9e94-4b2d-92d6-b64b7047f781,0.06592134,0.02885267,0.021612143,0.9387755102040817,3.7174048,4,3,Germany,rituals,Germany,True
f1f5ca23-1476-4be2-a203-079c456d58b7,0.05823258,0.001476575,0.01328843,0.3826530612244898,4.5266523,2,7,Brazil,clothing,Germany,False
5db4404d-6fd6-4ebd-ad5f-15c8be7344d5,0.2862836,0.10011726,0.077663615,0.8418367346938775,4.926367,2,2,China,food,China,True
2b697bc6-809b-4d92-aa10-10c31472acaa,0.12649925,0.009976075,0.031501178,0.4489795918367347,4.6402073,10,4,USA,clothing,USA,True
eced265e-c274-45b9-9e1d-16ab6fbad9cd,0.065841556,0.009588473,0.01368361,0.8571428571428571,3.336311,2,1,India,clothing,India,True
139ebae1-b6e8-4a4c-9368-f0bb40c93b7e,0.11839777,0.019049993,0.024803478,0.8163265306122449,3.2605522,2,5,Iran,rituals,Iran,True
a950d18e-1dbc-46c8-955e-4bbf4f41aadb,0.020859003,0.006052264,0.0046802326,0.9591836734693877,3.5873952,1,4,Turkey,rituals,Turkey,True
1a2b2bda-ede8-4e7c-99a6-7072401066e6,0.32587987,0.009804534,0.039259773,0.5459183673469388,4.1331286,7,12,Turkey,drink,Turkey,True
9e592190-7413-4778-8631-3908e7577661,0.051137567,0.005619375,0.011457159,0.673469387755102,3.2583516,1,1,USA,traditions,Ethiopia,False
87a16f79-2e21-4b11-93b2-4871169911e7,0.052247763,0.013873908,0.010774542,0.9591836734693877,3.5984526,1,4,USA,rituals,USA,True
aec29b23-29fa-4d4d-b20c-73e160c63943,0.03687448,0.008961738,0.017719915,0.7346938775510204,3.5227287,1,1,Brazil,rituals,Rwanda,False
6a9e5e3f-fc05-4c27-99e0-8f62cbfbce0a,0.055002093,-0.03189851,0.04366187,0.20408163265306123,3.6639736,4,5,Iran,drink,Iran,True
a6b53f36-7864-4876-a058-7e0be321388b,0.092385165,0.009176449,0.033394765,0.4897959183673469,3.3437068,1,3,USA,traditions,USA,True
eced265e-c274-45b9-9e1d-16ab6fbad9cd,0.04461503,0.006819237,0.007529782,0.8673469387755102,4.9071455,6,2,India,clothing,India,True
3a181f33-846c-43f8-8512-5919ce7088bf,0.26567397,-0.009610547,0.03556364,0.11224489795918367,4.091869,2,4,Nigeria,rituals,India,False
82215031-0639-473d-8f9c-7c9de723779d,0.015190661,0.002005401,0.002256528,0.6989795918367347,4.6735315,6,6,Germany,traditions,Germany,True
2b049977-6bfc-4a19-b59a-c9e2beffab94,0.3537724,0.0945325,0.10656504,0.5612244897959183,4.561208,2,3,Turkey,rituals,USA,False
4f04c1f6-a284-4219-9412-beacc222f51d,0.2521549,0.0144894,0.036904093,0.5306122448979592,4.544729,5,12,Canada,rituals,Germany,False
f12dd800-7905-428c-9690-28747601a795,0.047077507,0.0095609715,0.013721125,0.6173469387755102,4.708459,12,9,Brazil,clothing,USA,False
d4763361-b78a-4ad4-a747-43d7d7d74151,0.32133263,0.03971581,0.0873388,0.4489795918367347,3.0504136,6,3,Iran,rituals,Iran,True
c8b19f46-371b-46f5-89ca-93b99b2fd6a0,0.006600201,0.0004078758,0.00092672155,1.0,3.0111136,6,2,Ethiopia,drink,Ethiopia,True
2272ab97-94b6-4151-9ec6-763f05b0c22c,0.1746772,0.010660544,0.035083327,0.5561224489795918,4.8042502,8,5,Turkey,clothing,Germany,False
443e4b25-3d4a-40e3-a270-e48c9d37f105,0.52396214,0.071411714,0.08258017,0.6785714285714286,4.672388,5,8,Turkey,traditions,Turkey,True
5880280d-93fc-446b-8079-58300559adda,0.30089304,-0.032486822,0.052952047,0.09183673469387756,4.600526,2,5,Ethiopia,clothing,Rwanda,False
591a4da1-0a04-4dc6-ba4e-a3526dbce1c6,0.18902439,0.0786482,0.06007856,0.7142857142857143,3.4854722,6,3,Canada,clothing,Canada,True
a7465e78-a57b-4a6c-bbcf-9214feeafb74,0.37750888,0.15261604,0.14593652,0.6530612244897959,3.387403,4,2,Turkey,drink,Turkey,True
bfa7333e-1ab0-4ebc-b11c-d7c0cc5a9e8c,0.0064864755,0.0014545553,0.0019553078,0.5510204081632653,3.320729,3,1,Canada,clothing,Canada,True
b0cbe990-43cc-45a9-9f98-ab8a0a38fe64,0.29112875,0.14383063,0.057848983,1.0,3.8031075,4,1,Rwanda,food,Rwanda,True
dc012abe-5e86-41c4-b740-a9e91a0fe240,0.15007964,-0.038162883,0.07576901,0.14285714285714285,3.2621331,4,5,Nigeria,drink,Rwanda,False
d54dbb9a-94a1-470b-a1d1-12f9f313bb77,0.07054925,0.012505862,0.017626137,0.7755102040816326,3.4962754,1,6,Ethiopia,rituals,Ethiopia,True
fd72fc17-d0df-47fd-9d0c-4e6803e873c0,0.28225556,0.03495107,0.0661261,0.5969387755102041,4.7102776,6,3,Turkey,food,Turkey,True
b2886064-331e-4c71-a625-d9d2c5cd9421,0.044509828,-0.0007643573,0.012667361,0.39285714285714285,4.7172365,12,1,China,drink,China,True
22cd2fea-0e59-4662-8146-874abbac1fcf,0.014155388,0.0011618931,0.0022663071,0.42857142857142855,4.0765166,10,9,Ethiopia,rituals,Ethiopia,True
b6b1e4ca-d9e8-4d54-a292-82c2bf818d3b,0.023135543,-0.0012243503,0.00753705,0.30612244897959184,4.6377306,13,11,Rwanda,drink,Rwanda,True
97b3a522-968d-4db3-9126-1898cb9dca5f,0.15722892,0.029158577,0.05496219,0.6530612244897959,3.6593018,2,5,Brazil,food,Rwanda,False
c62249de-cc8b-43b7-aa90-842dbd8d89e2,0.07789844,-0.047342204,0.047921743,0.11734693877551021,4.926878,7,11,India,drink,China,False
e8417033-3d23-4eb3-b225-e8d68ff8cde3,0.19317411,0.06420774,0.06918782,0.6326530612244898,3.368466,1,1,China,drink,China,True
f7a3dcee-b9cb-4f4b-94b6-617336a4d320,0.06268622,-0.002892102,0.024538629,0.2653061224489796,4.5593567,5,4,Turkey,food,Iran,False
b44fddf6-9e94-4b2d-92d6-b64b7047f781,0.06835425,0.015957888,0.017309316,0.7244897959183674,4.912834,7,5,Germany,rituals,Germany,True
b577985c-6eca-41d4-805c-13fdb8822df8,0.048428297,0.0060965284,0.015048461,0.4489795918367347,3.1156423,5,1,India,rituals,India,True
cedc6039-0f3d-4995-bf1f-eb1cd6590cbf,0.32862857,0.031840026,0.10631894,0.4387755102040816,4.6259823,8,6,Turkey,drink,Turkey,True
7fa37c8c-5b74-4898-ba37-a0c2933cdb03,0.043987557,-0.0014920284,0.015438458,0.3673469387755102,3.6302974,3,3,Rwanda,drink,USA,False
0f7abdc3-c885-4d91-bb7d-67f1c607a7d0,0.07793601,0.03819818,0.027823962,0.7142857142857143,3.4981978,2,2,India,traditions,Canada,False
6be2a046-67c7-4a4c-b67c-31d41a0714a5,0.12343341,0.008682284,0.02003811,0.7142857142857143,4.6957107,3,9,Iran,clothing,Iran,True
9e63b44b-6f24-4288-9b27-8626e11bf0a3,0.27366146,0.095757,0.077381454,0.6989795918367347,4.828723,11,10,USA,food,Turkey,False
a952f9e8-5281-4661-950e-ffbf264a69f2,0.17222995,0.09040981,0.045389246,0.9795918367346939,3.7576509,3,2,Rwanda,traditions,Rwanda,True
96037b83-81d6-4de0-ac58-e2ea3f1d0f68,0.23981446,0.12744412,0.08885766,0.7142857142857143,3.5216374,3,5,China,rituals,Brazil,False
ff0bce0b-7179-486e-9d05-9efa37b21512,0.003739059,0.0011535457,0.0009506653,0.8979591836734694,3.6405923,4,5,Germany,traditions,Germany,True
eed6d393-d438-4d10-8782-d5443e9342be,0.023489743,-0.10113887,0.08544817,0.10204081632653061,3.503289,6,3,Rwanda,food,Nigeria,False
d527b146-00a1-41fb-8671-6114ee9cabb9,0.3016869,0.01294333,0.035609454,0.41836734693877553,4.1595416,13,9,USA,drink,USA,True
b6b1e4ca-d9e8-4d54-a292-82c2bf818d3b,0.02435416,-0.0022150192,0.010095763,0.2653061224489796,3.220007,0,1,Rwanda,drink,Rwanda,True
e43999fc-df28-41f1-982f-64a51d79acb7,0.20171396,0.075863615,0.06736745,0.6938775510204082,3.3965993,3,2,Turkey,rituals,Turkey,True
6ec6b59a-9126-4462-89ee-df55d996f4ab,0.15877491,0.007228074,0.07171479,0.6122448979591837,3.540063,5,2,India,drink,China,False
1a2b2bda-ede8-4e7c-99a6-7072401066e6,0.35403883,0.031486828,0.055798493,0.8571428571428571,3.1226907,3,6,Turkey,drink,Turkey,True
2faa706e-08ea-4f4e-9f88-6000d10bb322,0.115947306,-0.038657248,0.070660874,0.14285714285714285,3.2223272,4,1,Brazil,traditions,Brazil,True
f4247462-9218-4cf6-9952-434510763b03,0.04243344,0.0010511756,0.004697832,0.40816326530612246,4.350281,4,9,Iran,traditions,Iran,True
0aa13c4d-b47c-4bc7-a4bb-957561dbad02,0.5438607,-0.0070183263,0.1067457,0.2857142857142857,3.4516742,0,4,Iran,drink,Iran,True
4436f0b0-f4fe-4383-911d-4640c75d9018,0.1429857,0.0074797915,0.03161076,0.5918367346938775,4.9403744,8,2,USA,rituals,Ethiopia,False
1bad08e1-1e74-421f-996f-5c435cb367e3,0.06491113,0.02667511,0.020242771,0.7142857142857143,3.492469,1,5,China,traditions,China,True
f71472c0-2cb4-475d-9b08-5787585f550e,0.27190804,0.11437858,0.06638119,0.9591836734693877,3.727065,0,1,Ethiopia,drink,Rwanda,False
3bbeaac4-39d5-449f-b8e0-69a66bbb9400,0.019403918,0.007754258,0.006153322,0.8214285714285714,4.9072733,2,5,India,food,USA,False
c5fa60a8-7191-498a-8cc9-db07ec48dd86,0.13558851,0.022823382,0.04211016,0.6377551020408163,4.824111,7,11,Turkey,traditions,Rwanda,False
1a8a184f-8ace-4cf9-a732-af3ceedef990,0.07376975,0.033740476,0.022892179,0.7857142857142857,4.9539714,5,6,Brazil,food,Canada,False
7cde7484-09d6-4675-859f-c98293b98f27,0.0494864,-0.0012729375,0.02123993,0.5714285714285714,3.561974,5,1,Ethiopia,traditions,Ethiopia,True
e2af3f45-8230-49e5-9fb2-19c8b42b9816,0.18826652,0.010942895,0.018400205,0.7193877551020408,4.7411013,8,2,Turkey,traditions,Turkey,True
fdd8ea6d-e848-4b9c-af83-8e1ad010ef1e,0.058832467,0.023257095,0.01794355,0.8826530612244898,5.107838,3,7,Canada,food,Germany,False
6edf17b0-f94a-42d4-b233-4234439deda4,0.1802268,-0.01897837,0.04053323,0.1326530612244898,4.726761,8,2,Nigeria,food,Nigeria,True
9e192054-6b30-44b3-841f-785853bfe7e4,0.20804004,0.13264295,0.04033234,1.0,3.843599,2,2,India,drink,Canada,False
0c06402c-32eb-4fb0-bd5c-3d8ce5f6e9e2,0.04807204,0.016390027,0.013356061,0.9591836734693877,3.6037462,2,2,India,clothing,India,True
ae3e7c2c-7bd7-4086-93d8-14c1f86a3184,0.4375876,0.12879351,0.15008709,0.7551020408163265,3.6470659,1,4,Rwanda,traditions,Iran,False
746e8569-1091-499b-8de8-08bce681dd84,0.00545913,0.0007200192,0.0021166876,0.6938775510204082,3.556417,6,5,Canada,rituals,Canada,True
34057f2e-1376-4a8d-92f0-6edc0ffa859b,0.29498953,0.05137757,0.07546049,0.6938775510204082,3.3578734,6,4,Iran,drink,Iran,True
75a71390-5aea-4c53-957a-a6e71b746fa3,0.074784175,0.014554943,0.024201306,0.5102040816326531,3.2643976,1,4,Iran,food,Brazil,False
c6f9ae05-ef81-4957-b6f0-7a177580e2d5,0.03545773,0.0053103273,0.010546868,0.7142857142857143,3.548426,0,4,Turkey,food,Turkey,True
468a0a50-3eba-40b2-92b0-5b172fb30c01,0.052895248,-0.1910158,0.11183227,0.015306122448979591,5.037717,4,9,Ethiopia,traditions,Nigeria,False
2ee2ff8e-8560-4eb9-b869-6ba468258201,0.14894916,0.07115834,0.053175863,0.7142857142857143,3.4945145,3,3,Rwanda,food,Brazil,False
dca004c5-3d95-44e6-95ef-8116165e04a3,0.14772095,0.0040134853,0.048914336,0.3877551020408163,3.2816951,5,3,USA,drink,USA,True
9c96c4f7-b755-4960-948b-8c0ea7761880,0.005962193,0.0003654093,0.0017182755,0.3673469387755102,3.2306144,2,6,Ethiopia,food,Ethiopia,True
0f7abdc3-c885-4d91-bb7d-67f1c607a7d0,0.06472839,0.029273845,0.02269027,0.6989795918367347,4.8672533,12,10,India,traditions,Canada,False
a2dcde1c-1b2c-4936-ac07-8e912413e23e,0.4738365,0.19858915,0.12641399,0.9591836734693877,3.7207081,1,4,USA,food,Turkey,False
0c5aee4c-d9fe-462e-8df1-ef7320c618cb,0.2200177,0.07305965,0.059102282,0.8775510204081632,3.5899765,4,2,Turkey,clothing,USA,False
9cddc74e-a74b-4b29-9493-f6bac0aa27ea,0.06381215,-0.071580574,0.057957318,0.03571428571428571,4.935649,2,10,Ethiopia,clothing,Ethiopia,True
b3d8b8f5-af2a-416e-b0ff-deaa2a94d8e5,0.12590332,0.005976567,0.030842194,0.5051020408163265,4.7465496,0,5,Germany,traditions,Canada,False
69a710fd-f216-43b8-9ec6-8fd324c49690,-0.11228329,-0.26743272,0.07179702,0.0,3.8535807,0,6,Nigeria,food,Nigeria,True
4048bef4-586f-466a-8f53-3a1332979fcd,0.015219249,0.0030022732,0.0067881504,0.5714285714285714,3.4011664,4,3,India,drink,USA,False
a2ebb579-6a95-4ef6-90d3-7472f9739d27,0.048331395,0.020583834,0.015233514,0.8367346938775511,3.684803,0,4,Canada,traditions,USA,False
48cb84ac-f6c8-41d5-a8bd-433790fd4228,0.11402622,0.04203285,0.04287546,0.6326530612244898,3.334012,2,3,Canada,drink,USA,False
92e9ea16-f3a3-42fd-9b4a-304d1e8bb39c,0.17648962,0.055985946,0.05153146,0.8367346938775511,3.659407,6,5,Brazil,food,Brazil,True
a48d89f9-3486-46e8-a68c-c47ad537226f,0.022891223,0.0056662415,0.0051709767,0.7755102040816326,3.4217565,0,4,Turkey,traditions,Turkey,True
fdc20e45-b3db-48bd-946b-8969194f3fde,0.066779375,-0.007879991,0.024819938,0.25510204081632654,4.6613917,10,6,India,rituals,Rwanda,False
a950d18e-1dbc-46c8-955e-4bbf4f41aadb,0.015553653,0.00169857,0.0029697423,0.6479591836734694,4.491696,2,7,Turkey,rituals,Turkey,True
d4763361-b78a-4ad4-a747-43d7d7d74151,0.065193295,-0.022282634,0.031513665,0.09693877551020408,4.6366663,10,6,Iran,rituals,Iran,True
46718728-a72a-4651-a2dc-d9d39b32ab74,0.07204296,0.026781578,0.020359183,0.7142857142857143,3.4934292,1,2,USA,clothing,USA,True
7b652a5a-c293-42d8-9245-c3e1556636c1,0.11150986,0.014416855,0.03277945,0.6326530612244898,3.5600014,3,0,Rwanda,clothing,Ethiopia,False
468a0a50-3eba-40b2-92b0-5b172fb30c01,-0.022455364,-0.2727976,0.109471075,0.0,3.795977,6,6,Ethiopia,traditions,Nigeria,False
2a57f463-0a45-4852-9a58-acbf91395812,0.21827874,0.0048827627,0.07249272,0.2857142857142857,3.3477817,2,3,Rwanda,clothing,Rwanda,True
2b049977-6bfc-4a19-b59a-c9e2beffab94,0.36287358,0.15311876,0.123797484,0.7142857142857143,3.4532256,2,1,Turkey,rituals,USA,False
c5fa60a8-7191-498a-8cc9-db07ec48dd86,0.15563406,0.015184367,0.05830101,0.6326530612244898,3.688288,3,6,Turkey,traditions,Rwanda,False
8c973562-db40-4319-9dd5-51d83c7f910e,0.07850245,0.03645189,0.02164008,0.8469387755102041,5.02917,8,4,Germany,drink,USA,False
07dabc78-3e60-46e1-b6e4-14c03b083f61,0.003092453,-0.054730814,0.032768015,0.02040816326530612,3.6944516,1,5,China,drink,Rwanda,False
60c2f1e2-820c-4c10-a873-af1a75d9e4db,0.0025054812,0.00014591917,0.00054768735,0.5306122448979592,4.520794,9,11,Nigeria,rituals,Nigeria,True
8eafe537-95b2-4e1f-8416-8196d5fd59cb,0.34705898,0.03720079,0.06640369,0.5306122448979592,4.572139,2,4,Ethiopia,traditions,Ethiopia,True
8869939b-17da-472e-8637-58d80e9291e7,0.13861048,0.014275985,0.039488114,0.4336734693877551,4.623864,7,10,Canada,traditions,Canada,True
4e2b3e11-9de8-4bfb-99c2-0bac3f7c7618,0.04668103,-0.009179679,0.018710041,0.20408163265306123,4.629874,11,3,India,food,Rwanda,False
fd222649-bb5d-4bca-aedb-57a9bb3f9a4e,0.19555062,0.06579893,0.057384413,0.8367346938775511,3.6359296,2,2,Iran,drink,Germany,False
f8c67c30-7009-4b45-9991-34eae86da207,0.11178583,0.017865526,0.024920585,0.7142857142857143,3.1360085,2,4,Ethiopia,rituals,Ethiopia,True
3f0011f7-0cf3-4ed5-a905-78d71079c3da,0.54007876,0.011490467,0.08160059,0.46938775510204084,2.9382846,0,2,Germany,drink,Canada,False
9e63b44b-6f24-4288-9b27-8626e11bf0a3,0.32393795,0.17201264,0.11574697,0.7142857142857143,3.5357146,3,3,USA,food,Turkey,False
ffcd1ddf-ff5a-4f44-90d8-f019b0e5efd1,0.19625044,0.04241633,0.04577384,0.8571428571428571,3.5589588,2,3,Germany,clothing,Germany,True
c67a3887-7cf3-4455-8122-e60eedd643a7,0.14672,0.027735367,0.03140554,0.8571428571428571,4.937869,1,7,Turkey,clothing,Turkey,True
c8b19f46-371b-46f5-89ca-93b99b2fd6a0,0.003520131,0.00010560757,0.0003014048,0.7908163265306123,4.271506,12,5,Ethiopia,drink,Ethiopia,True
9463f29a-4672-4021-923f-3827ddcfae45,0.2714671,0.04281271,0.06755117,0.5918367346938775,3.063165,2,4,Turkey,traditions,Turkey,True
cc3e4687-4fba-4fe1-aeb3-489db832865c,0.22191896,0.031221373,0.069672965,0.6326530612244898,3.5744164,2,1,Germany,food,Germany,True
4f04c1f6-a284-4219-9412-beacc222f51d,0.3306266,0.057670206,0.07413507,0.7755102040816326,3.3717897,2,6,Canada,rituals,Germany,False
6edf17b0-f94a-42d4-b233-4234439deda4,0.29315877,0.009858913,0.11014952,0.2857142857142857,3.3778868,2,1,Nigeria,food,Nigeria,True
535f44c0-e569-40b7-9b05-2ab1ef0f8368,0.39266887,0.048383,0.09055499,0.5714285714285714,3.1384406,0,4,Ethiopia,rituals,Rwanda,False
f7c40fe4-ac32-46c5-922c-89e85b650906,0.22179155,-0.017023765,0.048353493,0.23979591836734693,4.6466026,8,7,Rwanda,rituals,Rwanda,True
fbe240a9-76de-4a92-8136-ea1716764e8d,0.26961213,0.015543364,0.0998925,0.3877551020408163,3.3701982,3,4,Iran,traditions,Iran,True
e6e586b2-3904-40e5-8fcd-0e8201909ad0,0.21480249,-0.018564556,0.07719597,0.16326530612244897,3.2961433,2,4,Germany,traditions,Canada,False
ae3e7c2c-7bd7-4086-93d8-14c1f86a3184,0.37162465,0.06359665,0.12097775,0.5969387755102041,4.7109437,4,6,Rwanda,traditions,Iran,False
d527b146-00a1-41fb-8671-6114ee9cabb9,0.33987623,0.034947727,0.069688804,0.5102040816326531,3.0683203,6,4,USA,drink,USA,True
2ffd117c-1a33-4b7a-a359-c3bb9ad35cec,0.24986756,0.035093915,0.050948,0.5918367346938775,3.0925493,1,1,Iran,clothing,Iran,True
520f8c8b-3426-4a8e-affd-07b0c26f954b,0.062377572,-0.011997045,0.01957351,0.14285714285714285,4.697015,5,2,India,clothing,India,True
481fa382-ad75-4f6e-bdaa-cdadfbc9f4e5,0.010839641,-0.0052145515,0.0045870026,0.10204081632653061,5.1250925,7,5,China,food,China,True
4b6b43e4-d3c9-4faf-8ed9-ed1e51754baf,0.15184298,-0.00014698369,0.048205037,0.41836734693877553,4.775412,9,1,Nigeria,rituals,Rwanda,False
d87f6641-66de-446e-a933-47ad83edc1f0,0.0045533776,-0.00064442656,0.0012008337,0.1683673469387755,4.7027235,7,13,Iran,food,Iran,True
af32828e-77c5-4c31-ad76-c68b4c3d2cfb,0.077607565,0.007153699,0.02353164,0.44387755102040816,4.678111,2,11,Canada,drink,Germany,False
a7465e78-a57b-4a6c-bbcf-9214feeafb74,0.32862857,0.031840026,0.10631894,0.4387755102040816,4.6259823,8,6,Turkey,drink,Turkey,True
3fd7af11-b663-486b-a962-16c72d01e706,0.31583178,0.11622281,0.075822696,0.9183673469387755,3.7044477,4,4,Rwanda,traditions,USA,False
9463f29a-4672-4021-923f-3827ddcfae45,0.3001696,0.033216164,0.04922016,0.6377551020408163,4.522835,8,9,Turkey,traditions,Turkey,True
b6a921ff-8d0c-41e1-8a6a-f9f1068693ee,0.18752092,0.0750179,0.06152612,0.6938775510204082,3.4788852,4,2,Brazil,drink,Brazil,True
8a4aa22a-5c51-425d-ad3d-69de43f88b0c,0.09573743,0.02454307,0.030412799,0.42857142857142855,4.384027,13,4,Canada,food,Canada,True
693a728d-e9d9-4d50-a6c8-c38a7d8dce35,0.1580812,0.03625934,0.049537797,0.5918367346938775,3.2501826,3,5,Rwanda,clothing,Rwanda,True
e46d024b-8bdb-46d2-ad2b-d5dd20831693,0.01437515,-0.019819463,0.0133771775,0.061224489795918366,5.069895,9,2,Rwanda,drink,Rwanda,True
8eafe537-95b2-4e1f-8416-8196d5fd59cb,0.1665926,0.017015172,0.051458236,0.4489795918367347,3.2389028,0,1,Ethiopia,traditions,Ethiopia,True
4c169dc1-0511-4867-803b-2c5724589072,0.016839027,-0.015086513,0.011306533,0.05102040816326531,4.9911766,3,3,China,rituals,China,True
19ae4ab7-a1b1-47c9-a81d-24a4020df41a,0.18348308,0.01923379,0.038096648,0.5510204081632653,2.9488387,2,3,Canada,rituals,Brazil,False
9e192054-6b30-44b3-841f-785853bfe7e4,0.18702649,0.06955643,0.03199871,0.9846938775510204,5.169483,5,9,India,drink,Canada,False
fdc20e45-b3db-48bd-946b-8969194f3fde,0.08713344,-0.0018292575,0.035768088,0.3469387755102041,3.2886038,6,4,India,rituals,Rwanda,False
e7fcffa3-291f-4074-8452-afb7753bd3eb,0.0915278,-0.11922379,0.14058852,0.10204081632653061,3.2529233,0,5,Iran,drink,Ethiopia,False
13f37320-7bb5-4232-9bf2-8f28c57c4582,0.17330602,0.016992712,0.03234618,0.5357142857142857,4.6149335,0,9,USA,food,USA,True
3d773278-fed5-46fd-976e-a018441b9190,0.105737925,0.07947025,0.014828169,1.0,3.8727872,1,2,Ethiopia,food,Canada,False
aa454b8a-ea44-47d8-bfc5-8e0691affc18,0.020622313,-0.0037789368,0.0057920804,0.15816326530612246,4.718136,2,10,China,rituals,China,True
035e6a4b-1414-44d6-8b17-8bac0bb64a42,0.019195974,0.00395987,0.004160707,0.7142857142857143,3.3411927,3,1,Brazil,drink,Brazil,True
9844e1be-1620-44ee-ac68-57ae9d58ab4f,0.03128594,0.006148898,0.007860494,0.6530612244897959,3.2330525,4,3,India,rituals,India,True
02bd886c-af46-4b28-a3b3-939f0185db11,0.067381606,0.026511693,0.024122342,0.7959183673469388,3.4783616,1,2,Germany,rituals,Canada,False
dd47b69e-013f-4997-9504-4d2e8a37342d,0.008577287,-0.0010480334,0.0021930102,0.2857142857142857,5.0523844,0,6,Germany,traditions,Germany,True
ec6992fc-90b0-45fa-8cb0-0979086911d7,0.025167987,-0.01939885,0.024152419,0.03571428571428571,4.5931053,2,10,Brazil,clothing,Brazil,True
49f5b3aa-dc13-4ebe-bf8d-6771b9298c37,0.16744882,0.041510757,0.03862621,0.8112244897959183,4.8356543,8,6,China,traditions,China,True
e3ddb612-2a9b-4cda-a547-572583a1e202,0.02194637,-0.008540862,0.011567585,0.20408163265306123,3.6464937,1,6,Turkey,food,Turkey,True
fd72fc17-d0df-47fd-9d0c-4e6803e873c0,0.37372625,0.08019675,0.09785595,0.8163265306122449,3.4824955,3,1,Turkey,food,Turkey,True
bfa7333e-1ab0-4ebc-b11c-d7c0cc5a9e8c,0.0045850277,0.0010261749,0.001175374,0.6479591836734694,4.699745,0,4,Canada,clothing,Canada,True
e8417033-3d23-4eb3-b225-e8d68ff8cde3,0.18889797,0.019513024,0.047145013,0.49489795918367346,4.5093584,4,10,China,drink,China,True
31e9a0fd-c1ab-4668-a100-e869e7c36d2e,0.097651064,0.019016622,0.035079516,0.7755102040816326,3.64036,3,4,Germany,rituals,Canada,False
0c62e0fb-0aea-49a7-b333-b15a64c8359f,0.04669562,-0.036265638,0.03906106,0.14285714285714285,4.7138863,0,2,Canada,food,Turkey,False
7d6f190c-4df7-4306-a1e9-b87ed1e3087c,0.5421077,0.19242638,0.14561333,0.7142857142857143,3.4928904,3,3,USA,rituals,USA,True
aec29b23-29fa-4d4d-b20c-73e160c63943,0.049868613,0.00811019,0.014496021,0.6173469387755102,4.7852697,6,11,Brazil,rituals,Rwanda,False
41388d0a-c0cd-4947-a415-db9ba4893bcd,0.5693101,0.21868065,0.18459871,0.7142857142857143,3.4364917,5,3,USA,food,USA,True
41e6fcd3-a802-4639-a9f3-3943c6b1242a,0.14984684,-0.002061707,0.07573155,0.3469387755102041,3.378068,2,3,India,rituals,China,False
b3d8b8f5-af2a-416e-b0ff-deaa2a94d8e5,0.15715392,0.04702668,0.055383526,0.7551020408163265,3.6352065,3,2,Germany,traditions,Canada,False
e46d024b-8bdb-46d2-ad2b-d5dd20831693,0.025006056,-0.00957971,0.017056366,0.2857142857142857,3.6009367,2,1,Rwanda,drink,Rwanda,True
acd68d0e-9d10-40ef-9fd1-cbdc720808ef,0.003962815,-2.5280276e-06,0.0004949955,0.23469387755102042,4.664851,5,7,Canada,clothing,Canada,True
98b439d0-91bc-40ba-8d77-ec2889c96666,0.19180772,-0.02571755,0.0617229,0.27040816326530615,4.9969635,6,8,Nigeria,clothing,Nigeria,True
0aa13c4d-b47c-4bc7-a4bb-957561dbad02,0.42108324,-0.009194827,0.06749515,0.336734693877551,4.891891,0,9,Iran,drink,Iran,True
535d82e7-8b5f-4ed4-b186-e458ced4fd32,0.4129023,0.03980003,0.06174428,0.6938775510204082,3.145235,4,3,Germany,rituals,Germany,True
e2ee5b98-bfa9-4103-aa2c-e0397e9bd668,0.35760814,0.16905709,0.12123486,0.7142857142857143,3.5088067,1,5,Brazil,rituals,Brazil,True
